ordinal,mangled_name
689,"?get_max_channels@OMediaDXSoundEngine@@UAEJXZ"
690,"?get_max_channels@OMediaSoundEngine@@UAEJXZ"
691,"?get_max_channels@OMediaWinSoundEngine@@UAEJXZ"
692,"?get_max_lights@OMediaDXRenderPort@@UAEJXZ"
693,"?get_max_lights@OMediaPipeline@@UAEJXZ"
694,"?get_max_size@OMediaSingleWindow@@UAEXAAF0@Z"
695,"?get_max_size@OMediaWindow@@UAEXAAF0@Z"
696,"?get_memory_used@OMediaDataBase@@UAEKXZ"
697,"?get_memory_used_all@OMediaDataBase@@SAKXZ"
698,"?get_millisecs@OMediaTimeCounter@@SAKXZ"
699,"?get_millisecs_trap@OMediaTimeCounter@@SAP6AKXZXZ"
700,"?get_min_size@OMediaSingleWindow@@UAEXAAF0@Z"
701,"?get_min_size@OMediaWindow@@UAEXAAF0@Z"
702,"?get_mouse_position@OMediaInputEngine@@UAEXAAF0@Z"
703,"?get_nchannels@OMediaSoundEngine@@UAEJXZ"
704,"?get_next_object@OMediaDataBase@@UAEPAVOMediaDBObject@@AAVomt_DBIterator@@@Z"
705,"?get_object@OMediaDataBase@@UAEPAVOMediaDBObject@@KJ@Z"
706,"?get_object@OMediaDataBase@@UAEPAVOMediaDBObject@@KV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z"
707,"?get_object_ck@OMediaDataBase@@MAEPAVOMediaDBObject@@KPAVOMediaFSChunk@@@Z"
708,"?get_options@OMediaSerialStream@@UAEXAAW4omt_SerialBaudRate@@AAW4omt_SerialParity@@AAW4omt_SerialStopBits@@AAW4omt_SerialByteSize@@@Z"
709,"?get_pick_mode@OMediaDXRenderPort@@UAEPAVOMediaPickRequest@@XZ"
710,"?get_pick_mode@OMediaPipeline@@UAEPAVOMediaPickRequest@@XZ"
711,"?get_pixmap@OMediaWinOffscreenBuffer@@UAEXAAPAXAAJ@Z"
712,"?get_playing_sound_info@OMediaSoundChannel@@UAEXAAK0@Z"
713,"?get_registred_object_list@OMediaDataBase@@SAPAV?$vector@VOMediaDBCtorRegistration@@V?$allocator@VOMediaDBCtorRegistration@@@std@@@std@@XZ"
714,"?get_requirement_flags@OMediaDXRenderPort@@UAEGXZ"
715,"?get_requirement_flags@OMediaPipeline@@UAEGXZ"
716,"?get_shape@OMedia3DShapeElement@@UAEPAVOMedia3DShape@@XZ"
717,"?get_sizeof_particle@OMediaParticleEmitter@@UAEJXZ"
718,"?get_sound_engine_attr@OMediaEngineFactory@@UAEGW4omt_EngineID@@@Z"
719,"?get_style@OMediaFullscreenWindow@@UAE?AW4omt_WindowStyle@@XZ"
720,"?get_style@OMediaSingleWindow@@UAE?AW4omt_WindowStyle@@XZ"
721,"?get_style@OMediaWindow@@UAE?AW4omt_WindowStyle@@XZ"
722,"?get_sysmouse_position@OMediaInputEngine@@UAEXAAF0@Z"
723,"?get_sysmouse_position@OMediaWinInputEngine@@UAEXAAF0@Z"
724,"?get_target@OMediaOMTRenderPort@@UAEPAVOMediaRenderTarget@@XZ"
725,"?get_text_length@OMediaCanvasFont@@UAEJV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z"
726,"?get_type@OMediaMouseCursor@@SA?AW4omt_MouseCursorShape@@XZ"
727,"?get_unique_chunkid@OMediaFormattedStream@@UAEJK@Z"
728,"?get_unique_chunkid@OMediaFormattedStream@@UAEJKJ@Z"
729,"?get_video_engine_attr@OMediaEngineFactory@@UAEGW4omt_EngineID@@@Z"
730,"?get_view_bounds@OMediaDXRenderPort@@UAEXAAVOMediaRect@@@Z"
731,"?get_view_bounds@OMediaOMTRenderPort@@UAEXAAVOMediaRect@@@Z"
732,"?get_view_bounds@OMediaPipeline@@UAEXAAVOMediaRect@@@Z"
733,"?get_volume@OMediaSoundChannel@@QBEFXZ"
734,"?get_vpos@OMediaScroller@@UBEMXZ"
735,"?get_zbuffer_info@OMediaOMTRenderPort@@UAEXAAW4omt_ZBufferTest@@AAW4omt_ZBufferWrite@@AAW4omt_ZBufferFunc@@@Z"
736,"?getbgr16bits@OMediaRGBColor@@QBEGXZ"
737,"?getbgr32bits@OMediaRGBColor@@QBEKXZ"
738,"?getblue8bits@OMediaRGBColor@@QBEEXZ"
739,"?getcurrentframe_pos@OMediaAnim@@UBEJXZ"
740,"?getgreen8bits@OMediaRGBColor@@QBEEXZ"
741,"?getpath@OMediaFileStream@@UBEXPAVOMediaFilePath@@@Z"
742,"?getposition@OMediaStream@@UAEKXZ"
743,"?getposition@OMediaStreamOperators@@UAEKXZ"
744,"?getred8bits@OMediaRGBColor@@QBEEXZ"
745,"?getrgb16bits@OMediaRGBColor@@QBEGXZ"
746,"?getrgb32bits@OMediaRGBColor@@QBEKXZ"
747,"?getsize@OMediaMoveableMem@@UAEJXZ"
748,"?getsize@OMediaStream@@UAEKXZ"
749,"?getsize@OMediaStreamOperators@@UAEKXZ"
750,"?getvisible_extend@OMediaElement@@UAE_NXZ"
751,"?global@OMediaCosSinTable@@2V1@A"
752,"?goto_header@OMediaFormattedStream@@MAEXXZ"
753,"?handle_mouse_hit@OMediaViewPort@@MAEXPAVOMediaEvent@@J@Z"
754,"?hide@OMediaElement@@UAEX_N@Z"
755,"?hide@OMediaFullscreenWindow@@UAEXXZ"
756,"?hide@OMediaMouseCursor@@SAXXZ"
757,"?hide@OMediaSingleWindow@@UAEXXZ"
758,"?hide@OMediaWindow@@UAEXXZ"
759,"?hide_count@OMediaMouseCursor@@1JA"
760,"?import_chunk@OMediaFormattedStream@@UAEXPAVOMediaStream@@JKJ@Z"
761,"?init_buffer_chunk@OMediaFormattedStream@@MAEXXZ"
762,"?init_retarget@OMediaApplication@@MAEXW4omt_InitAppHints@@@Z"
763,"?init_retarget@OMediaMoveableMem@@MAEXXZ"
764,"?init_retarget@OMediaSerialStream@@MAEXXZ"
765,"?init_retarget@OMediaSound@@MAEXXZ"
766,"?init_table@OMediaCosSinTable@@QAEXXZ"
767,"?init_window@OMediaFullscreenWindow@@MAEXXZ"
768,"?init_window@OMediaSingleWindow@@MAEX_N@Z"
769,"?inv_rotate@OMedia3DShape@@UAEXFFF@Z"
770,"?is_active@OMediaFullscreenWindow@@UAE_NXZ"
771,"?is_active@OMediaSingleWindow@@UAE_NXZ"
772,"?is_active@OMediaWindow@@UAE_NXZ"
773,"?is_fog_on@OMediaDXRenderPort@@UAE_NXZ"
774,"?is_fog_on@OMediaPipeline@@UAE_NXZ"
775,"?is_paused_millisecs@OMediaTimeCounter@@SA_NXZ"
776,"?is_point_in_polygon@OMediaMathTools@@SA_NPAVOMedia3DPoint@@J0AAM@Z"
777,"?isinknob@OMediaScroller@@MAE_NJJ@Z"
778,"?isinknob@OMediaSlider@@MAE_NJJ@Z"
779,"?kill@OMediaFileStream@@UAEXXZ"
780,"?line_intersection@OMediaMathTools@@SA_NMMMMMMMMAAM0@Z"
781,"?link@OMediaAnimFrame@@UAEXPAVOMediaAnimDef@@J@Z"
782,"?link@OMediaDXVideoEngine@@UAEXPAVOMediaVideoCard@@@Z"
783,"?link@OMediaElement@@UAEXPAVOMediaElementContainer@@@Z"
784,"?link@OMediaLayer@@UAEXPAVOMediaWorld@@@Z"
785,"?link@OMediaVideoEngine@@UAEXPAVOMediaVideoCard@@@Z"
786,"?link@OMediaWinVideoEngine@@UAEXPAVOMediaVideoCard@@@Z"
787,"?link_layer@OMediaElement@@UAEXPAVOMediaLayer@@@Z"
788,"?link_video_engine@OMediaFullscreenWindow@@UAEXPAVOMediaVideoEngine@@@Z"
789,"?link_video_engine@OMediaWindow@@UAEXPAVOMediaVideoEngine@@@Z"
790,"?link_window@OMediaViewPort@@UAEXPAVOMediaWindow@@@Z"
791,"?listen_to_message@OMediaApplication@@UAEXJPAX@Z"
792,"?listen_to_message@OMediaCanvasButton@@UAEXJPAX@Z"
793,"?listen_to_message@OMediaDXVideoEngine@@UAEXJPAX@Z"
794,"?listen_to_message@OMediaElement@@UAEXJPAX@Z"
795,"?listen_to_message@OMediaFullscreenWindow@@UAEXJPAX@Z"
796,"?listen_to_message@OMediaMessagePort@@UAEXJPAX@Z"
797,"?listen_to_message@OMediaOMTRenderPort@@UAEXJPAX@Z"
798,"?listen_to_message@OMediaRadioGroup@@UAEXJPAX@Z"
799,"?listen_to_message@OMediaRenderer@@UAEXJPAX@Z"
800,"?listen_to_message@OMediaStdButton@@UAEXJPAX@Z"
801,"?listen_to_message@OMediaStringField@@UAEXJPAX@Z"
802,"?listen_to_message@OMediaSupervisor@@UAEXJPAX@Z"
803,"?listen_to_message@OMediaViewPort@@UAEXJPAX@Z"
804,"?listen_to_message@OMediaWinVideoEngine@@UAEXJPAX@Z"
805,"?listen_to_message@OMediaWindow@@UAEXJPAX@Z"
806,"?listen_to_message@OMediaWorld@@UAEXJPAX@Z"
807,"?load_header@OMediaFormattedStream@@MAEXXZ"
808,"?local_to_world@OMediaElement@@UAEXAAVOMedia3DPoint@@PAVOMediaMatrix_4x4@@@Z"
809,"?local_to_world_matrix@OMediaElement@@UAEXAAVOMediaMatrix_4x4@@PAV2@@Z"
810,"?lock@OMediaCanvas@@UAEXG@Z"
811,"?lock@OMediaDXHID@@UAEPAV?$list@PAVOMediaHIDElement@@V?$allocator@PAVOMediaHIDElement@@@std@@@std@@XZ"
812,"?lock@OMediaEngineImpMaster@@UAEXG@Z"
813,"?lock@OMediaEngineImplementation@@UAEXG@Z"
814,"?lock@OMediaHumanInterfaceDevice@@UAEPAV?$list@PAVOMediaHIDElement@@V?$allocator@PAVOMediaHIDElement@@@std@@@std@@XZ"
815,"?lock@OMediaMoveableMem@@UAEPAXXZ"
816,"?lock@OMediaWinHID_Keyboard@@UAEPAV?$list@PAVOMediaHIDElement@@V?$allocator@PAVOMediaHIDElement@@@std@@@std@@XZ"
817,"?lock@OMediaWinOffscreenBuffer@@UAEXXZ"
818,"?long2string@OMediaStringTools@@SAABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@J@Z"
819,"?lowlevel_get_millisecs@OMediaTimeCounter@@SAKXZ"
820,"?main_supervisor@OMediaSupervisor@@1PAV1@A"
821,"?make_crc_table@OMediaCRC@@KAXXZ"
822,"?make_cube@OMedia3DShape@@UAEXM_N@Z"
823,"?make_sphere@OMedia3DShape@@UAEXMFF@Z"
824,"?map_cubic@OMedia3DShape@@UAEXMMMM_N@Z"
825,"?map_projection@OMedia3DShape@@UAEXFFFMMMMM_N0@Z"
826,"?master_modified@OMediaDXCanvas@@UAEXXZ"
827,"?master_modified@OMediaDXSound@@UAEXXZ"
828,"?master_modified@OMediaEngineImpSlave@@UAEXXZ"
829,"?master_modified@OMediaOMTCanvas@@UAEXXZ"
830,"?mat_conv_mode@OMedia3DShapeConverter@@1W4omt_3DMaterialConvertMode@@A"
831,"?merge_normals@OMedia3DShape@@UAEX_N@Z"
832,"?merge_points@OMedia3DShape@@UAEXM_N@Z"
833,"?mouse_down@OMediaInputEngine@@UAE_NXZ"
834,"?mouse_down@OMediaWinInputEngine@@UAE_NXZ"
835,"?mouse_track@OMediaViewPort@@MAEXPAVOMediaMouseTrackPick@@@Z"
836,"?mouse_track@OMediaWorld@@MAEXXZ"
837,"?move_block@OMediaFormattedStream@@MAEXKKK@Z"
838,"?move_chunk_to_end@OMediaFormattedStream@@MAEXPAVOMediaFSChunk@@@Z"
839,"?move_chunk_to_free_block@OMediaFormattedStream@@MAEXPAVOMediaFSChunk@@PAVOMediaFSBlock@@K@Z"
840,"?move_knob_to@OMediaScroller@@MAEXFFFF@Z"
841,"?move_knob_to@OMediaSlider@@MAEXFFFF@Z"
842,"?new_material_prefix@OMedia3DShapeConverter@@1V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@A"
843,"?new_port@OMediaDXRenderTarget@@UAEPAVOMediaRenderPort@@XZ"
844,"?new_port@OMediaOMTRenderTarget@@UAEPAVOMediaRenderPort@@XZ"
845,"?new_port@OMediaRenderTarget@@UAEPAVOMediaRenderPort@@XZ"
846,"?new_target@OMediaDXRenderer@@UAEPAVOMediaRenderTarget@@XZ"
847,"?new_target@OMediaOMTRenderer@@UAEPAVOMediaRenderTarget@@XZ"
848,"?new_target@OMediaRenderer@@UAEPAVOMediaRenderTarget@@XZ"
849,"?num_point_shared@OMedia3DPolygon@@QAEFAAV1@@Z"
850,"?obj_conv_mode@OMedia3DShapeConverter@@1W4omt_3DObjectConvertMode@@A"
851,"?object_exists@OMediaDataBase@@UAE_NKJ@Z"
852,"?object_exists@OMediaDataBase@@UAE_NKV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z"
853,"?object_loaded@OMediaDataBase@@UAE_NKJ@Z"
854,"?offset_textures@OMedia3DShape@@UAEXMM_N@Z"
855,"?omf_bfunc_Dst_Alpha@OMediaBlendTable@@SAXPAK00PAF@Z"
856,"?omf_bfunc_Dst_Color@OMediaBlendTable@@SAXPAK00PAF@Z"
857,"?omf_bfunc_Inv_Dst_Alpha@OMediaBlendTable@@SAXPAK00PAF@Z"
858,"?omf_bfunc_Inv_Dst_Color@OMediaBlendTable@@SAXPAK00PAF@Z"
859,"?omf_bfunc_Inv_Src_Alpha@OMediaBlendTable@@SAXPAK00PAF@Z"
860,"?omf_bfunc_Inv_Src_Color@OMediaBlendTable@@SAXPAK00PAF@Z"
861,"?omf_bfunc_One@OMediaBlendTable@@SAXPAK00PAF@Z"
862,"?omf_bfunc_Src_Alpha@OMediaBlendTable@@SAXPAK00PAF@Z"
863,"?omf_bfunc_Src_Alpha_Saturate@OMediaBlendTable@@SAXPAK00PAF@Z"
864,"?omf_bfunc_Src_Color@OMediaBlendTable@@SAXPAK00PAF@Z"
865,"?omf_bfunc_Zero@OMediaBlendTable@@SAXPAK00PAF@Z"
866,"?omf_bfunc_argb_Dst_Alpha@OMediaBlendTable@@SAXPAK00PAF@Z"
867,"?omf_bfunc_argb_Dst_Color@OMediaBlendTable@@SAXPAK00PAF@Z"
868,"?omf_bfunc_argb_Inv_Dst_Alpha@OMediaBlendTable@@SAXPAK00PAF@Z"
869,"?omf_bfunc_argb_Inv_Dst_Color@OMediaBlendTable@@SAXPAK00PAF@Z"
870,"?omf_bfunc_argb_Inv_Src_Alpha@OMediaBlendTable@@SAXPAK00PAF@Z"
871,"?omf_bfunc_argb_Inv_Src_Color@OMediaBlendTable@@SAXPAK00PAF@Z"
872,"?omf_bfunc_argb_One@OMediaBlendTable@@SAXPAK00PAF@Z"
873,"?omf_bfunc_argb_Src_Alpha@OMediaBlendTable@@SAXPAK00PAF@Z"
874,"?omf_bfunc_argb_Src_Alpha_Saturate@OMediaBlendTable@@SAXPAK00PAF@Z"
875,"?omf_bfunc_argb_Src_Color@OMediaBlendTable@@SAXPAK00PAF@Z"
876,"?omf_bfunc_argb_Zero@OMediaBlendTable@@SAXPAK00PAF@Z"
877,"?omt_dll_allocate@@YAPAXI@Z"
878,"?omt_dll_free@@YAXPAX@Z"
879,"?omt_to_win_options@OMediaWinRtgSerialStream@@SAXAAU_DCB@@W4omt_SerialBaudRate@@W4omt_SerialParity@@W4omt_SerialStopBits@@W4omt_SerialByteSize@@@Z"
880,"?open@OMediaFileStream@@UAEXW4omt_FilePermission@@_N1@Z"
881,"?open@OMediaSerialStream@@UAEXF@Z"
882,"?open_chunk@OMediaFormattedStream@@UAEXKJ@Z"
883,"?open_chunk@OMediaFormattedStream@@UAEXKV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@PAJ@Z"
884,"?open_formatstream@OMediaFormattedStream@@MAEXXZ"
885,"?osevent_to_omtevent@OMediaEventManager@@UAEXPAXPAVOMediaEvent@@@Z"
886,"?paint_emboss@OMediaCanvas@@UAEXAAVOMediaRect@@_NAAVOMediaARGBColor@@22W4omt_BlendFunc@@3@Z"
887,"?paint_emboss@OMediaCanvas@@UAEXAAVOMediaRect@@_NAAVOMediaFARGBColor@@22W4omt_BlendFunc@@3@Z"
888,"?pause@OMedia3DMorphAnim@@UAEX_N@Z"
889,"?pause@OMedia3DShapeAnim@@UAEX_N@Z"
890,"?pause@OMediaAnim@@UAEX_N@Z"
891,"?pause@OMediaCanvasAnim@@UAEX_N@Z"
892,"?pause@OMediaElement@@UAEX_N@Z"
893,"?pause@OMediaWorld@@UAEX_N@Z"
894,"?pause_elements@OMediaWorld@@MAEX_NViterator@?$list@PAVOMediaElement@@V?$allocator@PAVOMediaElement@@@std@@@std@@1@Z"
895,"?pause_millisecs@OMediaTimeCounter@@SAX_N@Z"
896,"?periodical_aborted@OMediaPeriodical@@1_NA"
897,"?periodical_list@OMediaPeriodical@@1PAV?$list@PAVOMediaPeriodical@@V?$allocator@PAVOMediaPeriodical@@@std@@@std@@A"
898,"?pick@OMediaViewPort@@UAEXAAVOMediaPickRequest@@@Z"
899,"?pick_tab_buffer@OMediaDXRenderPort@@1PAPAVOMediaDXPickVert@@A"
900,"?pick_tab_buffer_size@OMediaDXRenderPort@@1KA"
901,"?picking_mode@OMediaAnimPeriodical@@1PAVOMediaPickRequest@@A"
902,"?place@OMediaSingleWindow@@UAEXFF@Z"
903,"?place@OMediaWindow@@UAEXFF@Z"
904,"?play@OMediaDXFFEffect@@UAEX_N@Z"
905,"?play@OMediaDXSoundChannel@@UAE_NPAVOMediaSound@@_N1@Z"
906,"?play@OMediaFFEffect@@UAEX_N@Z"
907,"?play@OMediaSoundChannel@@UAE_NPAVOMediaSound@@_N1@Z"
908,"?play@OMediaSoundEngine@@UAE_NJPAVOMediaSound@@_N1@Z"
909,"?play@OMediaWinSoundChannel@@UAE_NPAVOMediaSound@@_N1@Z"
910,"?png_export@OMediaCanvas@@UAEXAAVOMediaStreamOperators@@@Z"
911,"?point_buffer@OMediaPipeline@@1PAVOMediaPipePointBuffer@@A"
912,"?point_to_directcolor@OMediaOMTRenderPort@@IAEKPAVOMediaPipePoint@@@Z"
913,"?poly_buffer@OMediaPipeline@@1PAVOMediaPipePolygonBuffer@@A"
914,"?port_counter@OMediaOMTRenderPort@@1KA"
915,"?prepare@OMedia3DShape@@UAEXG@Z"
916,"?prepare_context@OMediaDXRenderTarget@@UAEXPAVOMediaWindow@@@Z"
917,"?prepare_context@OMediaOMTRenderPort@@MAEXXZ"
918,"?prepare_lights@OMediaElement@@IAEXPAVOMediaRendererInterface@@AAVOMediaSphere@@PAV?$list@PAVOMediaLight@@V?$allocator@PAVOMediaLight@@@std@@@std@@AAVOMediaMatrix_4x4@@@Z"
919,"?prepare_projection_matrix@OMediaLayer@@UAEXGAAVOMediaMatrix_4x4@@MM@Z"
920,"?prevInstance@OMediaWinStoreStartInfo@@2PAUHINSTANCE__@@A"
921,"?process_canvas_picking@OMediaCanvasElement@@MAEXPAVOMediaPickRequest@@PAV?$vector@VOMediaPickHit@@V?$allocator@VOMediaPickHit@@@std@@@std@@AAVOMediaMatrix_4x4@@2@Z"
922,"?process_canvas_surface_picking@OMediaCanvasElement@@MAEXPAVOMediaPickRequest@@AAVOMediaPickResult@@AAVOMediaMatrix_4x4@@2@Z"
923,"?process_keyfilter@OMediaStringField@@MAE_NPBVOMediaEvent@@@Z"
924,"?process_particle_picking@OMediaParticleEmitter@@MAEXPAVOMediaPickRequest@@PAV?$vector@VOMediaPickHit@@V?$allocator@VOMediaPickHit@@@std@@@std@@@Z"
925,"?process_polygon_surface_picking@OMedia3DShapeElement@@MAEXPAVOMediaPickRequest@@PAVOMediaPickSubResult@@AAVOMediaMatrix_4x4@@2@Z"
926,"?process_primitive_picking@OMediaPrimitiveElement@@MAEXPAVOMediaPickRequest@@PAV?$vector@VOMediaPickHit@@V?$allocator@VOMediaPickHit@@@std@@@std@@@Z"
927,"?process_selecting@OMediaStringField@@MAEXM@Z"
928,"?process_shape_picking@OMedia3DShapeElement@@MAEXPAVOMediaPickRequest@@PAV?$vector@VOMediaPickHit@@V?$allocator@VOMediaPickHit@@@std@@@std@@AAVOMediaMatrix_4x4@@2@Z"
929,"?project_point_uv@OMediaMathTools@@SA_NPAVOMediaProjectPointUV@@JMMAAVOMediaMatrix_4x4@@1AAM222_N@Z"
930,"?purge@OMedia3DMaterial@@UAEXXZ"
931,"?purge@OMedia3DShape@@UAEXXZ"
932,"?purge@OMediaAnimDef@@UAEXXZ"
933,"?purge@OMediaCanvas@@UAEXXZ"
934,"?purge@OMediaSound@@UAEXXZ"
935,"?purge_loaded_header@OMediaFormattedStream@@MAEXXZ"
936,"?purge_object@OMediaDataBase@@UAEXPAVOMediaDBObject@@_N@Z"
937,"?purge_objects@OMediaDataBase@@UAEJK@Z"
938,"?purge_objects_all@OMediaDataBase@@SAJK@Z"
939,"?purge_surface@OMediaSurfaceElement@@UAEXXZ"
940,"?quick_magnitude@OMedia3DVector@@QBEMXZ"
941,"?raw_fill@OMediaBlitter@@SAXPAEKF@Z"
942,"?ray_intersect@OMediaElement@@UAE_NAAVOMedia3DPoint@@AAVOMedia3DVector@@PAVOMediaCollisionCache@@AAM@Z"
943,"?read@OMediaStream@@UAEXPAXK@Z"
944,"?read@OMediaStreamOperators@@UAEXPAXK@Z"
945,"?read_class@OMedia3DMaterial@@UAEXAAVOMediaStreamOperators@@@Z"
946,"?read_class@OMedia3DMorphAnimDef@@UAEXAAVOMediaStreamOperators@@@Z"
947,"?read_class@OMedia3DMorphAnimFrame@@UAEXAAVOMediaStreamOperators@@@Z"
948,"?read_class@OMedia3DPolygon@@UAEXAAVOMediaStreamOperators@@@Z"
949,"?read_class@OMedia3DShape@@UAEXAAVOMediaStreamOperators@@@Z"
950,"?read_class@OMedia3DShapeAnimDef@@UAEXAAVOMediaStreamOperators@@@Z"
951,"?read_class@OMedia3DShapeAnimFrame@@UAEXAAVOMediaStreamOperators@@@Z"
952,"?read_class@OMedia3DShapeElement@@UAEXAAVOMediaStreamOperators@@@Z"
953,"?read_class@OMediaAnimDef@@UAEXAAVOMediaStreamOperators@@@Z"
954,"?read_class@OMediaAnimFrame@@UAEXAAVOMediaStreamOperators@@@Z"
955,"?read_class@OMediaCanvas@@UAEXAAVOMediaStreamOperators@@@Z"
956,"?read_class@OMediaCanvasAnimDef@@UAEXAAVOMediaStreamOperators@@@Z"
957,"?read_class@OMediaCanvasAnimFrame@@UAEXAAVOMediaStreamOperators@@@Z"
958,"?read_class@OMediaCanvasElement@@UAEXAAVOMediaStreamOperators@@@Z"
959,"?read_class@OMediaClassStreamer@@UAEXAAVOMediaStreamOperators@@@Z"
960,"?read_class@OMediaDBObject@@UAEXAAVOMediaStreamOperators@@@Z"
961,"?read_class@OMediaDBObjectStreamLink@@UAEXAAVOMediaStreamOperators@@@Z"
962,"?read_class@OMediaElement@@UAEXAAVOMediaStreamOperators@@@Z"
963,"?read_class@OMediaElementContainer@@UAEXAAVOMediaStreamOperators@@@Z"
964,"?read_class@OMediaLight@@UAEXAAVOMediaStreamOperators@@@Z"
965,"?read_class@OMediaPrimitiveElement@@UAEXAAVOMediaStreamOperators@@@Z"
966,"?read_class@OMediaSound@@UAEXAAVOMediaStreamOperators@@@Z"
967,"?read_data@OMediaDXHIDElement@@UAEXAAVOMediaHIDElementData@@@Z"
968,"?read_data@OMediaHIDElement@@UAEXAAVOMediaHIDElementData@@@Z"
969,"?read_data@OMediaWinHIDElement_Key@@UAEXAAVOMediaHIDElementData@@@Z"
970,"?read_palette@OMediaOMTConverter@@UAEXXZ"
971,"?rebuild_flat_list@OMediaFormattedStream@@UAEXXZ"
972,"?rebuild_surface@OMediaCaption@@UAEXXZ"
973,"?rebuild_surface@OMediaScroller@@UAEXXZ"
974,"?rebuild_surface@OMediaSlider@@UAEXXZ"
975,"?rebuild_surface@OMediaStdButton@@MAEXXZ"
976,"?rebuild_surface@OMediaStringField@@UAEXXZ"
977,"?rebuild_surface@OMediaSurfaceElement@@UAEXXZ"
978,"?recalc_size@OMediaStringField@@MAEXXZ"
979,"?refresh@OMediaWindow@@UAEXXZ"
980,"?register_object@OMediaDataBase@@SAXKP6APAVOMediaDBObject@@XZJ@Z"
981,"?registred_builders@OMediaDataBase@@1PAV?$vector@VOMediaDBCtorRegistration@@V?$allocator@VOMediaDBCtorRegistration@@@std@@@std@@A"
982,"?related_materials@OMedia3DShapeConverter@@2V?$vector@JV?$allocator@J@std@@@std@@A"
983,"?related_morphdefs@OMedia3DShapeConverter@@2V?$vector@JV?$allocator@J@std@@@std@@A"
984,"?related_texturefile@OMedia3DShapeConverter@@2V?$vector@VOMedia3DShapeConvTFileName@@V?$allocator@VOMedia3DShapeConvTFileName@@@std@@@std@@A"
985,"?remap_to_A1555@OMediaBlitter@@SAXPAKPAGJ@Z"
986,"?remove_all@OMediaListener@@UAEXXZ"
987,"?remove_button@OMediaRadioGroup@@UAEXPAVOMediaAbstractButton@@@Z"
988,"?removelistener@OMediaBroadcaster@@UAEXPAVOMediaListener@@@Z"
989,"?render@OMediaDXRenderPort@@UAEXXZ"
990,"?render@OMediaDXRenderTarget@@UAEXXZ"
991,"?render@OMediaElement@@UAEXPAVOMediaRendererInterface@@AAVOMediaRenderHTransform@@AAVOMediaMatrix_4x4@@2PAV?$list@PAVOMediaLight@@V?$allocator@PAVOMediaLight@@@std@@@std@@PAV?$list@VOMediaRenderPreSortedElement@@V?$allocator@VOMediaRenderPreSortedElement@@@std@@@6@G@Z"
992,"?render@OMediaLayer@@UAEXPAVOMediaRendererInterface@@ABVOMediaRect@@AAVOMediaMatrix_4x4@@@Z"
993,"?render@OMediaOMTRenderPort@@UAEXXZ"
994,"?render@OMediaOMTRenderTarget@@UAEXXZ"
995,"?render@OMediaRenderPort@@UAEXXZ"
996,"?render@OMediaRenderTarget@@UAEXXZ"
997,"?render@OMediaRenderer@@UAEXXZ"
998,"?render_draw_shape@OMedia3DMorphAnim@@MAEXPAVOMediaRendererInterface@@PAVOMedia3DShape@@AA_N@Z"
999,"?render_draw_shape@OMedia3DShapeAnim@@MAEXPAVOMediaRendererInterface@@PAVOMedia3DShape@@AA_N@Z"
1000,"?render_draw_shape@OMedia3DShapeElement@@MAEXPAVOMediaRendererInterface@@PAVOMedia3DShape@@AA_N@Z"
1001,"?render_geometry@OMedia3DShapeElement@@UAEXPAVOMediaRendererInterface@@AAVOMediaMatrix_4x4@@11PAV?$list@PAVOMediaLight@@V?$allocator@PAVOMediaLight@@@std@@@std@@G@Z"
1002,"?render_geometry@OMediaCanvasElement@@UAEXPAVOMediaRendererInterface@@AAVOMediaMatrix_4x4@@11PAV?$list@PAVOMediaLight@@V?$allocator@PAVOMediaLight@@@std@@@std@@G@Z"
1003,"?render_geometry@OMediaElement@@UAEXPAVOMediaRendererInterface@@AAVOMediaMatrix_4x4@@11PAV?$list@PAVOMediaLight@@V?$allocator@PAVOMediaLight@@@std@@@std@@G@Z"
1004,"?render_geometry@OMediaParticleEmitter@@UAEXPAVOMediaRendererInterface@@AAVOMediaMatrix_4x4@@11PAV?$list@PAVOMediaLight@@V?$allocator@PAVOMediaLight@@@std@@@std@@G@Z"
1005,"?render_geometry@OMediaPrimitiveElement@@UAEXPAVOMediaRendererInterface@@AAVOMediaMatrix_4x4@@11PAV?$list@PAVOMediaLight@@V?$allocator@PAVOMediaLight@@@std@@@std@@G@Z"
1006,"?render_geometry@OMediaSurfaceElement@@UAEXPAVOMediaRendererInterface@@AAVOMediaMatrix_4x4@@11PAV?$list@PAVOMediaLight@@V?$allocator@PAVOMediaLight@@@std@@@std@@G@Z"
1007,"?render_particles@OMediaParticleEmitter@@UAEXPAVOMediaRendererInterface@@@Z"
1008,"?render_polygon_lines@OMediaOMTRenderPort@@IAEXPAVOMediaPipePolygon@@@Z"
1009,"?render_polygon_points@OMediaOMTRenderPort@@IAEXPAVOMediaPipePolygon@@@Z"
