imm_fourcc  reversed  @site                 function                 class_or_nearby_string
A1VL       LV1A      @0044efe8  FUN_0044ef30              
B1VL       LV1B      @0044f3b8  FUN_0044f300              
C1VL       LV1C      @0044f6e8  FUN_0044f630              
D1VL       LV1D      @0044f9d8  FUN_0044f920              
YKS3       3SKY      @0044fb38  ??                        
E1VL       LV1E      @0044fd88  FUN_0044fcd0              
YKS3       3SKY      @0044fe68  ??                        
F1VL       LV1F      @004500b8  FUN_00450000              
YKS3       3SKY      @00450198  ??                        
1VEL       LEV1      @00450478  FUN_004503c0              
YKS3       3SKY      @004505b8  ??                        
A2VL       LV2A      @00450a08  FUN_00450950              
B2VL       LV2B      @00450d88  FUN_00450cd0              
YKS3       3SKY      @00450edf  ??                        
2VEL       LEV2      @004512d8  FUN_00451220              
YKS3       3SKY      @0045148b  ??                        
A3VL       LV3A      @004517e8  FUN_00451730              
YKS3       3SKY      @0045194b  ??                        
B3VL       LV3B      @00451ba8  FUN_00451af0              
YKS3       3SKY      @00451d0b  ??                        
C3VL       LV3C      @00451f88  FUN_00451ed0              
YKS3       3SKY      @004520eb  ??                        
D3VL       LV3D      @00452368  FUN_004522b0              
YKS3       3SKY      @004524cb  ??                        
E3VL       LV3E      @00452748  FUN_00452690              
YKS3       3SKY      @004528ab  ??                        
3VEL       LEV3      @00452b28  FUN_00452a70              
YKS3       3SKY      @00452c59  ??                        
A4VL       LV4A      @00452f68  FUN_00452eb0              
YKS3       3SKY      @00453098  ??                        
B4VL       LV4B      @00453394  FUN_004532e0              
C4VL       LV4C      @00453a18  FUN_00453960              
YKS3       3SKY      @00453b48  ??                        
D4VL       LV4D      @00453f78  FUN_00453ec0              
YKS3       3SKY      @004540a8  ??                        
4VEL       LEV4      @004543a8  FUN_004542f0              
YKS3       3SKY      @004544d8  ??                        
A5VL       LV5A      @00454868  FUN_004547b0              
B5VL       LV5B      @00454c38  FUN_00454b80              
5VEL       LEV5      @00454fb8  FUN_00454f00              
YKS3       3SKY      @004550e8  ??                        
A6VL       LV6A      @004553e8  FUN_00455330              
6VEL       LEV6      @004557b8  FUN_00455700              
7VEL       LEV7      @00455b88  FUN_00455ad0              
YKS3       3SKY      @00455cfa  ??                        
10RV       VR01      @00455fa8  FUN_00455ef0              
20RV       VR02      @00456328  FUN_00456270              
30RV       VR03      @004566a8  FUN_004565f0              
40RV       VR04      @00456a28  FUN_00456970              
50RV       VR05      @00456da8  FUN_00456cf0              
60RV       VR06      @00457128  FUN_00457070              
70RV       VR07      @004574a8  FUN_004573f0              
80RV       VR08      @00457828  FUN_00457770              
DAOL       LOAD      @00457bc7  FUN_00457b10              C3DLoadLevel()
DAOL       LOAD      @00457eae  FUN_00457da0              CLoadLevel
NIAM       MAIN      @004591c8  FUN_00459110              
BUC3       3CUB      @0046155b  FUN_004614e0              C3DCube
GIL3       3LIG      @00461bd8  FUN_00461bb0              C3DLight
JBO3       3OBJ      @0046210a  FUN_00462040              C3DObject()
LOP3       3POL      @00462c75  FUN_00462bb0              C3DPolygon()
YKS3       3SKY      @004631d2  FUN_00463110              C3DSky()
HPS3       3SPH      @00463bab  FUN_00463b30              C3DSphere
RPS3       3SPR      @00463fcf  FUN_00463f10              C3DSprite()
RET3       3TER      @004649ad  FUN_004648f0              C3DTerrain()
333?       ?333      @00464c8e  FUN_00464b90              
HEV3       3VEH      @00465057  FUN_00465030              C3DVehicle
EHW3       3WHE      @00468247  FUN_00468220              C3DWheel
NIAM       MAIN      @0046a65b  FUN_0046a4a0              
LAMS       SMAL      @0046c271  ??                        
BUC3       3CUB      @004737c0  ??                        
HPS3       3SPH      @00473870  ??                        
EMAG       GAME      @00474660  FUN_004745a0              CGameType()
RET3       3TER      @004756be  FUN_00475550              CGameType
RET3       3TER      @0047590e  FUN_004757a0              CGameType
LAMS       SMAL      @00477d22  FUN_00477cb0              
LAMS       SMAL      @00477d7f  FUN_00477d50              
TXET       TEXT      @00479cbb  FUN_00479bc0              
TXET       TEXT      @0047a5bd  FUN_0047a430              
BUC3       3CUB      @0047cadd  FUN_0047cac0              
HPS3       3SPH      @0047cc7d  FUN_0047cc60              
LAMS       SMAL      @0047ce2c  FUN_0047ce00              
GIRT       TRIG      @0047de03  FUN_0047dcf0              
TIRT       TRIT      @0047e17d  FUN_0047e0e0              
PYAW       WAYP      @0047eb85  FUN_0047eaa0              
