# handle	wav_path	name	offset	size
# source	/home/scotty/xp-jnbg-original/omt/soundeffects.omt
177	assets/parsed/soundeffects/soundeffects_audio/0169_leaves.wav	leaves	4246367	32952
178	assets/parsed/soundeffects/soundeffects_audio/0223_jimmycreature2.wav	jimmycreature2	6114139	35986
179	assets/parsed/soundeffects/soundeffects_audio/0213_suv1.wav	suv1	5744869	22766
180	assets/parsed/soundeffects/soundeffects_audio/0225_suv2.wav	suv2	6172891	72314
181	assets/parsed/soundeffects/soundeffects_audio/0138_change_return.wav	change return	3522031	10516
182	assets/parsed/soundeffects/soundeffects_audio/0228_low_neutron_energy.wav	low neutron energy	6298209	52972
183	assets/parsed/soundeffects/soundeffects_audio/0229_vox_pract_disconnect.wav	vox pract disconnect	6374867	106108
184	assets/parsed/soundeffects/soundeffects_audio/0264_vulture_cry.wav	vulture cry	7226811	55610
185	assets/parsed/soundeffects/soundeffects_audio/0265_arcade_cans_crash.wav	arcade cans crash	7282421	41402
186	assets/parsed/soundeffects/soundeffects_audio/0266_trex_growl.wav	trex growl	7323823	78842
187	assets/parsed/soundeffects/soundeffects_audio/0152_exhaust_fan.wav	exhaust fan	3830807	21498
188	assets/parsed/soundeffects/soundeffects_audio/0091_pain_ooh_ha_haa.wav	pain ooh ha haa	2032461	8940
189	assets/parsed/soundeffects/soundeffects_audio/0153_pain_agh_agh.wav	pain agh agh	3852305	11948
190	assets/parsed/soundeffects/soundeffects_audio/0107_pain_agh_ahh.wav	pain agh ahh	2461119	15340
191	assets/parsed/soundeffects/soundeffects_audio/0161_pain_ah_agh_aww.wav	pain ah agh aww	4091995	15756
192	assets/parsed/soundeffects/soundeffects_audio/0054_pain_ahhouch.wav	pain ahhouch	1356767	5884
193	assets/parsed/soundeffects/soundeffects_audio/0023_pain_agh.wav	pain agh	589349	3988
194	assets/parsed/soundeffects/soundeffects_audio/0031_pain_oww.wav	pain oww	828127	3260
195	assets/parsed/soundeffects/soundeffects_audio/0102_rocket_fly.wav	rocket fly	2310705	22398
196	assets/parsed/soundeffects/soundeffects_audio/0200_rocket_blast.wav	rocket blast	5197349	22148
197	assets/parsed/soundeffects/soundeffects_audio/0167_rocket_hit.wav	rocket hit	4220577	14764
198	assets/parsed/soundeffects/soundeffects_audio/0029_pickup_blip3.wav	pickup blip3	816863	3202
199	assets/parsed/soundeffects/soundeffects_audio/0106_pickup2.wav	pickup2	2442141	18978
200	assets/parsed/soundeffects/soundeffects_audio/0151_pickup3.wav	pickup3	3813943	14630
201	assets/parsed/soundeffects/soundeffects_audio/0132_stalagtite_fal.wav	stalagtite fal	3296689	69036
202	assets/parsed/soundeffects/soundeffects_audio/0150_rock_explosion2.wav	rock explosion2	3775997	37946
203	assets/parsed/soundeffects/soundeffects_audio/0149_rock_explosion1.wav	rock explosion1	3716483	59514
204	assets/parsed/soundeffects/soundeffects_audio/0081_sonar.wav	sonar	1743299	31756
205	assets/parsed/soundeffects/soundeffects_audio/0109_jimmyself2.wav	jimmyself2	2516229	55796
206	assets/parsed/soundeffects/soundeffects_audio/0035_jimmyclone.wav	jimmyclone	849403	45946
207	assets/parsed/soundeffects/soundeffects_audio/0205_jimmyself3.wav	jimmyself3	5362367	26982
208	assets/parsed/soundeffects/soundeffects_audio/0050_jimmyself4.wav	jimmyself4	1270059	21772
209	assets/parsed/soundeffects/soundeffects_audio/0049_tracksound.wav	tracksound	1221549	48510
210	assets/parsed/soundeffects/soundeffects_audio/0048_clicking.wav	clicking	1074611	146938
211	assets/parsed/soundeffects/soundeffects_audio/0047_whoosh.wav	whoosh	1021177	53434
212	assets/parsed/soundeffects/soundeffects_audio/0046_scream.wav	scream	961663	59514
213	assets/parsed/soundeffects/soundeffects_audio/0042_jimmyself15.wav	jimmyself15	935575	16306
214	assets/parsed/soundeffects/soundeffects_audio/0257_arcade_can_fall2.wav	arcade can fall2	6961627	29818
215	assets/parsed/soundeffects/soundeffects_audio/0120_cans_fall.wav	cans fall	2890687	17850
216	assets/parsed/soundeffects/soundeffects_audio/0215_objective_sound.wav	objective sound	5779809	26202
217	assets/parsed/soundeffects/soundeffects_audio/0056_pop2_arcade.wav	pop2 arcade	1389915	5802
218	assets/parsed/soundeffects/soundeffects_audio/0115_pop_arcade.wav	pop arcade	2691611	9242
219	assets/parsed/soundeffects/soundeffects_audio/0268_cheer_small_crowd.wav	cheer small crowd	7483145	66426
220	assets/parsed/soundeffects/soundeffects_audio/0231_cuckoo.wav	cuckoo	6560323	28922
221	assets/parsed/soundeffects/soundeffects_audio/0125_arcade_can_fall1.wav	arcade can fall1	3029159	25786
222	assets/parsed/soundeffects/soundeffects_audio/0232_jimmypie4.wav	jimmypie4	6589245	33270
223	assets/parsed/soundeffects/soundeffects_audio/0195_jimmypie3.wav	jimmypie3	5073727	24506
224	assets/parsed/soundeffects/soundeffects_audio/0219_bus_screams.wav	bus screams	5981591	25720
225	assets/parsed/soundeffects/soundeffects_audio/0270_voxphone4.wav	voxphone4	7575291	147802
226	assets/parsed/soundeffects/soundeffects_audio/0297_jimmytarzan.wav	jimmytarzan	10002821	28424
227	assets/parsed/soundeffects/soundeffects_audio/0272_end_cheer_crowd.wav	end cheer crowd	7763329	213036
228	assets/parsed/soundeffects/soundeffects_audio/0252_no_neutron_energy.wav	no neutron energy	6690241	93212
229	assets/parsed/soundeffects/soundeffects_audio/0276_no_neutron_teleport.wav	no neutron teleport	8135857	230026
230	assets/parsed/soundeffects/soundeffects_audio/0133_winning_prize2.wav	winning prize2	3365725	59808
231	assets/parsed/soundeffects/soundeffects_audio/0141_water_fall.wav	water fall	3590349	81342
232	assets/parsed/soundeffects/soundeffects_audio/0119_fan_exhaust.wav	fan exhaust	2835585	55102
233	assets/parsed/soundeffects/soundeffects_audio/0287_water_stream.wav	water stream	9233431	78270
234	assets/parsed/soundeffects/soundeffects_audio/0004_empty.wav	empty	66712	992
235	assets/parsed/soundeffects/soundeffects_audio/0289_cave_drip.wav	cave drip	9378451	157818
236	assets/parsed/soundeffects/soundeffects_audio/0290_drilling.wav	drilling	9536269	88254
237	assets/parsed/soundeffects/soundeffects_audio/0291_eerie_alien_sound.wav	eerie alien sound	9624523	119742
238	assets/parsed/soundeffects/soundeffects_audio/0292_eerie_tunnel.wav	eerie tunnel	9744265	89278
239	assets/parsed/soundeffects/soundeffects_audio/0293_eerie_wind.wav	eerie wind	9833543	92352
240	assets/parsed/soundeffects/soundeffects_audio/0005_empty.wav	empty	67704	992
241	assets/parsed/soundeffects/soundeffects_audio/0299_LavaCaveLoop.wav	LavaCaveLoop	10085761	117226
242	assets/parsed/soundeffects/soundeffects_audio/0175_AlertLoop.wav	AlertLoop	4550489	14296
243	assets/parsed/soundeffects/soundeffects_audio/0300_yokian_shrunk1.wav	yokian shrunk1	10202987	52990
244	assets/parsed/soundeffects/soundeffects_audio/0298_yokian_shrunk2.wav	yokian shrunk2	10031245	39608
245	assets/parsed/soundeffects/soundeffects_audio/0281_yokian_shrunk3.wav	yokian shrunk3	8756702	30914
246	assets/parsed/soundeffects/soundeffects_audio/0274_yokian_shrunk4.wav	yokian shrunk4	8035899	31676
247	assets/parsed/soundeffects/soundeffects_audio/0288_jimmy_yahoo.wav	jimmy yahoo	9311701	42668
248	assets/parsed/soundeffects/soundeffects_audio/0302_jimmy_dizzy.wav	jimmy dizzy	10338253	99442
249	assets/parsed/soundeffects/soundeffects_audio/0038_bell.wav	bell	911023	7100
250	assets/parsed/soundeffects/soundeffects_audio/0173_savecarl1.wav	savecarl1	4500807	34608
